title,Chevalier_mentions,Espaillat_mentions,mention_score,top_250_words
Court Rules Trump-Vance Administration Cannot Block Members of Congress From Conducting Oversight at Federal Immigration Detention Facilities,0,1,1.0,"['oversight', 'members', 'rep', 'immigration', 'congress', 'administration', 'federal', 'law', 'facilities', 'detention', 'ice', 'people', 'court', 'house', 'american', 'decision', 'member', 'congressional', 'security', 'enforcement', 'right', 'et', 'clear', 'representatives', 'ranking', 'committee', 'rule', 'al', 'vance', 'trump', 'plaintiffs', 'ruling', 'said', 'democracy', 'customs', 'victory', 'real', 'homeland', 'prior', 'dhs', 'conduct', 'torres', 'policy', 'visits', 'today', 'time', 'neguse', 'notice', 'period', 'norma', 'director', 'dozen', 'mstruck', 'unlawful', 'ensure', 'restores', 'essential', 'executive', 'news', 'field', 'requiring', 'abuse', 'forward', 'offices', 'lawsuit', 'visit', 'waiting', 'human', 'access', 'order', 'prevent', 'ability', 'president', 'individual', 'inhumane', 'message', 'blocking', 'block', 'rules', 'transparency', 'brought', 'conducting', 'case', 'seven', 'day', 'critical', 'stopped', 'taxpayer', 'sends', 'unannounced', 'subcommittee', 'perryman', 'strong', 'practices', 'power', 'sued', 'statement', 'standing', 'press', 'preventing', 'subsequently', 'optional', 'overcrowded', 'original', 'suit', 'treated', 'officials', 'support', 'targeted', 'obstruction', 'temporarily', 'text', 'noncitizens', 'noem', 'new', 'thompson', 'washington', 'spend', 'protect', 'sought', 'skye', 'represented', 'services', 'used', 'truth', 'todd', 'secretary', 'response', 'responsibility', 'trying', 'unquestioned', 'restoring', 'sec', 'safeguard', 'rights', 'robert', 'veronica', 'represent', 'showers', 'raul', 'ruiz', 'sites', 'public', 'questions', 'violation', 'raskin', 'reaffirms', 'reminds', 'simply', 'reality', 'reform', 'reinforces', 'release', 'releases', '12', 'jason', 'medical', 'continues', 'challenging', 'check', 'chioma', 'chukwu', 'citizens', 'comply', 'conceal', 'conditions', 'congressand', 'constitutional', 'continue', 'copyright', 'media', 'core', 'correa', 'course', 'crow', 'custody', 'dan', 'defending', 'democratic', 'department', 'detain', 'detained', 'chair', 'certain', 'ceo', 'center', '527', '9464257', 'abuses', 'accountability', 'act', 'acting', 'adequate', 'adriano', 'affirmation', 'allows', 'announced', 'appropriations', 'assistant', 'barred', 'beds', 'behalf', 'bennie', 'billions', 'border', 'breaking', 'california', 'care', 'caucus', 'did', 'dignity', 'dollars', 'imposed', 'including', 'increasingly', 'individuals', 'inside', 'issued', 'jamie', '30', 'jimmy', 'joe', 'joint', 'judiciary', 'july', 'just', 'know', 'kristi', 'leader', 'lightly', 'll', 'longstanding', 'luis', 'lyons', 'makes', 'meant', 'include', 'https', 'door', 'honored', 'duty', 'elected', 'entry', 'escobar', 'espaillat', 'following', 'forth', 'foundation', 'funds', 'fy2024']"
"Now: Trump Speaking At Mack Trucks Plant In Pennsylvania; Now: Voting Underway In New York Primaries; Downed U.S. Pilot: Iranian Drones Flew In ""Jellyfish"" Formation; Savannah Guthrie Makes Emotional Plea Amid New Details On Ransom Note. Aired 3-3:30p ET",1,3,0.5,"['new', 'cnn', 'today', 'president', 'guthrie', 'iran', 'right', 'just', 'mamdani', 'sanchez', 'look', 'mayor', 'family', 'people', 'able', 'keilar', '15', 'pennsylvania', 'time', 'pilot', 'said', 'air', 'york', 'news', 'manner', 'think', 'really', 'savannah', 'investigators', 'general', 'congressman', 'months', 'nuclear', 'rose', 'drones', 'aircraft', 'like', 'live', 'stelter', 'technology', 'come', 'democratic', 'major', 'note', 'important', 'question', 'world', 'need', 'capabilities', 'thank', 'going', 'brian', 'trump', 'races', 'quite', 'betsy', 'say', 'max', 'clip', 'chinese', 'china', 'race', 'capability', 'making', 'needs', 'line', 'zohran', 'know', 'strait', 'details', 'klein', 'adriano', 'did', 'fbi', 'district', 'video', 'does', 'doing', 'weapon', 'don', 'endorsement', 'years', 'yes', '10', 'described', 'help', 'criticism', 'intelligence', 'shot', 'critiques', 'information', 'condo', 'midterm', 'congressional', 'fake', 'issue', 'nbc', 'members', 'espaillat', 'course', 'kuwait', 'kind', 'let', 'media', 'life', 'mackenzie', 'far', 'flying', 'following', 'israel', 'government', 'development', 'little', 'iranians', 'day', 'despite', 'host', 'democrats', 'jewish', 'nancy', 'public', 'way', 'reporting', 'tips', 'saying', 'ago', 'united', 'bit', 'using', '800', 'thanks', 'randy', 'boris', 'trust', 'progressive', 'army', 'actually', 'anchor', 'states', 'outlets', 'nydia', 'wonder', 'number', 'state', 'story', 'officials', 'oil', 'tell', 'happening', 'hard', 'high', 'tip', 'highly', 'thing', 'history', 'idea', 'hour', 'house', 'incumbents', 'including', 'hundreds', 'importantly', 'support', 'talking', 'notes', 'forward', 'great', 'watch', 'elections', 'emotional', 'end', 'endorsed', 'year', 'word', 'england', 'essential', 'exclusive', 'exist', 'facing', 'week', 'families', 'voters', 'trying', 'velazquez', 've', 'fighter', 'use', 'force', 'forces', 'form', 'invest', 'understanding', 'ghana', 'given', 'understand', 'type', 'interpret', 'sources', 'investigation', 'remains', 'reason', 'real', 'lives', 'll', 'looking', 'lose', 'read', 'lot', 'rare', 'ransom', 'make', 'quickly', 'problems', 'plea', 'means', 'pitch', 'percent', 'peace', 'mother', 'opportunity', 'old', 'moving', 'economic', 'navy', 'okay', 'obviously', 'normal', 'literally', 'remember', 'investments', 'remind', 'spoke', 'iranian', 'speaking', 'somebody', 'socialists', 'israeli', 'situation', 'jet', 'shut', 'separate', 'justified', 'keeping', 'sent', 'kidnapped', 'senior', 'seeing', 'knew', 'knows', 'round']"
Democrats’ Proposal Would Halt Courthouse Arrests of Migrants,0,1,1.0,"['new', 'york', 'mr', 'arrests', 'said', 'federal', 'goldman', 'immigrants', 'people', 'percent', 'legislation', 'agents', 'immigration', 'arrested', 'arrest', 'monday', 'mamdani', 'homeland', 'check', 'city', 'times', 'legal', 'showing', 'court', 'security', 'nonviolent', 'require', 'country', 'residents', 'detention', 'rights', 'right', 'department', 'crime', 'criminal', 'news', 'enforcement', 'manhattan', 'process', 'representative', 'report', 'long', '30', 'overall', 'law', 'path', 'introduced', 'ins', 'plaza', 'polls', 'mclaughlin', 'congress', 'illegal', 'ice', 'half', 'migrant', 'convicted', '26', 'conference', 'added', 'trump', 'united', 'basis', 'video', 'approval', 'appointments', 'violent', 'americans', 'taken', 'aliens', 'support', '80', 'states', 'according', 'compliance', 'offenses', 'violation', 'observed', 'planned', 'written', 'violated', 'number', 'vast', 'practice', 'obtained', 'university', 'presence', 'wrote', 'president', 'noncriminal', 'print', 'undocumented', 'trying', 'violations', 'parts', 'odds', 'weekend', 'officers', 'official', 'officials', 'welcome', 'operations', 'orders', 'outlined', 'outside', 'witnessing', 'week', 'weapons', 'protect', 'way', 'page', 'participate', 'warrant', 'prohibiting', 'provided', 'protections', 'routine', 'submit', 'stop', 'sandbag', 'says', 'school', 'screened', 'steps', 'seeking', 'sending', 'senior', 'share', 'status', 'shows', 'siena', 'sisters', 'spokeswoman', 'spent', 'site', 'skipped', 'sown', 'slightly', 'supervisory', 'risking', 'protest', 'tactic', 'small', 'quickly', 'rating', 'record', 'tricia', 'refuge', 'regarding', 'regulators', 'released', 'rep', 'treated', 'reported', 'training', 'represents', 'republican', 'traffic', 'terrible', 'teach', 'resist', 'restrict', 'review', 'safer', 'legally', 'needs', 'controlled', 'cases', 'celebrate', 'centers', 'citing', 'civilization', 'common', 'communities', 'community', 'compromises', 'conditions', 'conducted', 'congressman', 'convictions', 'ms', 'countries', 'courtrooms', 'crackdown', 'crackdowns', 'customs', 'daniel', 'data', 'day', 'days', 'defending', 'dehumanizes', 'democratic', 'carried', 'camera', 'building', 'brothers', '40s', '45', 'a19', 'acknowledged', 'acting', 'adriano', 'afraid', 'agency', 'allowances', 'american', 'analysis', 'appeared', 'appears', 'arresting', 'article', 'assertion', 'attempted', 'attend', 'attended', 'authorization', 'available', 'avoid', 'better', 'broad', 'brooklyn', 'democrats', 'demonizes', 'denied', 'home', 'human', 'idea', 'immigrant', 'include', 'including', 'influence', 'information', 'inspector', 'job', 'judicial', 'lawbreakers', 'lawmakers', 'leaving', 'living', 'low', 'lower', 'majority', 'marquette', 'masked', 'mayor', 'measure', 'migrants', 'minute', 'mistrust']"
"VIDEO, AUDIO, PHOTOS AND RUSH TRANSCRIPT: GOVERNOR HOCHUL MEETS WITH NONPROFIT AND HEALTH CARE LEADERS TO HIGHLIGHT HURRICANE MELISSA RELIEF EFFORTS",0,1,1.0,"['care', 'york', 'new', 'governor', 'jamaica', 'people', 'say', 'thank', 'heart', 'know', 'just', 'island', 'showing', 'available', 'proud', 'today', 'family', 'destroying', 'hurricane', 'did', 'members', 'known', 'days', 'taking', 'right', 'hochul', 've', 'got', 'homes', 'leaders', 'largest', 'friends', 'havoc', 'happening', 'incredible', 'health', 'jamaican', 'lines', 'jamaal', 'home', 'office', 'lives', 'll', 'video', 'turned', 'turn', 'tragedy', 'strong', 'strikes', 'state', 'senator', 'room', 'remarks', 'quality', 'pummeled', 'problems', 'population', 'places', 'photos', 'paths', 'outward', 'fight', 'million', 'love', 'flooding', '000', 'audio', 'beautiful', 'ago', 'bailey', 'creating', 'event', 'business', 'country', 'backs', 'contact', '27', 'category', 'applause', 'away', 'far', 'didn', 'come', 'dinowitz', '200', 'deeply', 'responsibilities', 'relief', 'released', 'feels', 'blessed', 'boundaries', 'press', 'post', 'ritchie', 'plane', 'place', 'phone', 'personally', 'city', 'patients', 'page', 'bronx', 'rush', 'rivera', 'round', 'washington', 'want', 'walked', 'walk', '212', '264', 'tv', '4640', 'truly', 'transcript', '474', 'torres', '518', 'think', '681', 'terms', 'team', '8418', 'supporting', 'adriano', 'stream', 'albany', 'single', 'anybody', 'sent', 'assemblymembers', 'ozuah', 'packages', 'nonprofit', 'compassion', 'hardworking', 'information', 'easy', 'efforts', 'einstein', 'elected', 'entire', 'highlight', 'help', 'hello', 'envelops', 'heard', 'espaillat', 'everybody', '1199', 'hands', 'gustavo', 'faces', 'families', 'good', 'going', 'goes', 'getting', 'form', 'following', 'feel', 'flickr', 'institution', 'earlier', 'okay', 'dais', 'confidence', 'fighting', 'congressmembers', 'need', 'mp4', 'montefiore', 'met', 'melissa', 'matter', 'loves', 'lot', 'looking', 'living', 'dr', 'day', 'like', 'life', 'legendary', 'leadership', 'demonstrating', 'desperate', 'kathy', 'doing', 'joined', 'jeffrey', 'doors', 'youtube']"
Mamdani's building a machine — and every Democrat may soon have to kiss his ring,0,0,0.0,"['mamdani', 'voters', 'party', 'rapid', 'nydia', 'parts', 'perfidy', 'progressives', 'race', 'rise', 'mayoral', 'supported', 'tuesday', 'velázquez', 'year', 'york', 'new', 'alike', 'broken', 'democratic', 'candidates', 'chutzpah', 'city', 'controls', 'decade', 'decide', 'endorse', 'leaders', 'equal', 'esteemed', 'future', 'hispanic', 'house', 'incumbent', 'zohran']"
Red alert! DSA backing eight candidates in effort to double ranks in NYS government,0,0,0.0,"['state', 'crew', 'legislature', 'stances', 'soft', 'socialists', 'red', 'ranks', 'radicals', 'prostitution', 'political', 'policies', 'new', 'looking', 'alert', 'america', 'insurgent', 'harlem', 'establishment', 'empire', 'effort', 'double', 'democratic', 'crime', 'candidates', 'backing', 'legalizing']"
New York Mayor Mamdani endorsements test Democrats' appetite for far-left candidates,0,0,0.0,"['mayor', 'democratic', '2028', 'test', 'provide', 'push', 'remake', 'socialist', 'taking', 'tuesday', 'powerhouse', 'unlikely', 'washington', 'white', 'win', 'york', 'primary', 'party', 'blueprint', 'november', 'new', 'mamdani', 'lose', 'house', 'faces', 'election', 'effective', 'democrats', 'control', 'congress', 'city', 'zohran']"
New York Mayor Mamdani endorsements test Democrats' appetite for far-left candidates,0,0,0.0,"['mayor', 'democratic', '2028', 'taking', 'provide', 'push', 'remake', 'shocked', 'socialist', 'test', 'powerhouse', 'tuesday', 'unlikely', 'white', 'win', 'york', 'primary', 'party', 'blueprint', 'november', 'new', 'mamdani', 'lose', 'house', 'faces', 'election', 'effective', 'democrats', 'control', 'congress', 'city', 'zohran']"
"Tribute to the police officers who protected the federal Capitol: plaque from January 6, 2021, on display",0,2,1.0,"['plaque', 'officers', 'capitol', 'congress', 'day', 'police', 'january', 'lawsuit', 'trump', 'hodges', 'install', 'said', 'law', 'installation', 'attack', 'building', 'senate', 'placed', 'republican', 'facade', 'say', 'johnson', 'west', 'year', 'place', 'names', 'department', 'democrats', 'responded', 'espaillat', 'service', 'rioters', 'did', 'senator', 'dunn', 'floor', 'saturday', 'fifth', 'returned', 'fought', 'recognize', 'objection', 'new', 'metropolitan', 'memories', 'marker', '2021', 'passed', 'people', 'placement', 'power', 'installed', 'injured', 'hours', 'history', 'recognition', 'democrat', 'office', 'tillis', 'called', 'biden', 'comply', 'steps', 'statute', 'violence', 'anniversary', 'thousands', 'took', 'years', 'continue', 'violent', 'president', 'post', 'posted', 'violently', 'visible', 'victory', 'visitors', 'problems', 'press', 'washington', 'proceed', 'promoting', 'unanimously', 'tried', 'trapped', 'proposed', 'prosecutions', 'protected', 'voted', 'spearheaded', 'week', 'pirro', 'wounds', 'offices', 'official', 'worthy', 'officials', 'original', 'outside', 'worst', 'overnight', 'oversees', 'overwhelmed', 'owe', 'page', 'workers', 'pardoned', 'work', 'witnessed', 'went', 'party', 'patch', 'weight', 'psychological', 'personnel', 'persists', 'pushed', 'publicly', 'required', 'struggle', 'officer', 'rewriting', 'stronger', 'storming', 'ruling', 'running', 'stormed', 'stolen', 'says', 'secure', 'sent', 'stating', 'states', 'setting', 'statement', 'stated', 'spending', 'shift', 'siege', 'sign', 'silence', 'sought', 'resolution', 'republicans', 'threatened', 'suggests', 'speaker', 'qr', 'quietly', 'reads', 'real', 'recent', 'thom', 'recognized', 'recounted', 'refusal', 'refuses', 'tampering', 'regained', 'remained', 'taking', 'reminder', 'repeatedly', 'replicas', 'symbol', 'reported', 'reporter', 'representative', 'supporters', '140', 'make', 'occurred', 'claimed', 'clashes', 'code', 'commemorating', 'committee', 'compounded', 'control', 'country', 'courageously', 'court', 'criticized', 'crowd', 'crushed', 'damage', 'daniel', 'deadline', 'defeated', 'defended', 'delayed', 'delays', 'democracy', 'describing', 'deserve', 'dismissed', 'displayed', 'displaying', 'document', 'donald', 'doors', 'downplayed', 'claims', 'charged', 'effort', 'chamber', '2022', '2025', '45', '500', 'absence', 'adriano', 'agencies', 'alleviate', 'alternatives', 'angered', 'appear', 'applied', 'approving', 'argued', 'attorney', 'authorizing', 'bearing', 'beaten', 'behalf', 'better', 'blame', 'branch', 'broke', 'came', 'case', 'caused', 'central', 'ceremony', 'certification', 'echoed', 'election', 'night', 'individuals', 'instructions', 'issue', 'issued', 'jeanine', 'joe', 'justice', 'la', 'largest', 'lawmakers', 'leaders']"
Mamdani’s far-left friends aim to take down moderates in today’s NY primary elections,0,0,0.0,"['apple', 'mamdani', 'moderate', 'new', 'nyc', 'polls', 'primary', 'profile', 'races', 'seats', 'slew', 'state', 'threatening', 'tuesday', 'voters', 'want', 'yorkers', 'mayor', 'lefties', 'backed', 'leaders', 'big', 'chamber', 'clean', 'congressional', 'day', 'defeat', 'democratic', 'election', 'far', 'fed', 'frustrated', 'grabs', 'head', 'high', 'incumbents', 'zohran']"
"B-ROLL, VIDEO, AUDIO, PHOTOS AND RUSH TRANSCRIPT: GOVERNOR HOCHUL DISTRIBUTES TURKEYS AS PART OF CATHOLIC CHARITIES' ANNUAL THANKSGIVING CELEBRATION",0,1,1.0,"['governor', 'today', 'people', 'available', 'catholic', 'new', 'food', 'charities', 'brothers', 'thank', 'benefits', 'make', 'just', 'struggling', 'million', 'round', 'life', 'forget', 'hochul', 'shame', 'hard', 'york', 'year', 'thanksgiving', 'video', 'suffer', 'kathy', 'month', 'millions', 'turkeys', 'tv', 'unto', 'know', 'hurt', 'time', 'holidays', 'want', 'helping', 'held', 'yorkers', 'heart', 'mp4', 'office', 'stress', 'officials', 'stream', 'support', 'spend', 'special', 'sure', 'snap', 'telling', 'sisters', 'happy', 'second', 'season', 'say', 'remarks', 'quality', 'political', 'photos', 'think', 'lord', 'youtube', 'elected', 'better', 'doing', 'collateral', 'denied', 'contact', 'audio', 'dollars', 'gratitude', 'banks', 'friends', '264', 'damage', 'event', 'brother', 'social', 'stood', 'stand', 'captain', 'cardinal', 'shout', 'celebration', 'city', 'shutdown', 'behalf', 'served', 'sense', 'come', 'core', 'save', 'said', 'rush', 'country', 'believe', 'happened', 'sullivan', 'return', '25', 'years', '4640', 'wright', 'work', 'wish', '474', 'wanna', 'volunteers', '518', 'veterans', 'values', '681', 'understand', '8418', 'adriano', 'transcript', 'albany', 'timothy', 'alongside', 'americans', 'annual', 'ask', 'assemblymember', 'teachings', 'roll', 'recognize', 'responsibility', 'justice', '212', 'lives', 'little', 'line', 'lift', 'lenten', 'lead', 'knowledge', 'faith', 'knock', 'father', 'feels', 'released', 'jordan', 'information', 'incredible', 'flickr', 'homeless', 'following', 'holiday', 'form', 'history', 'help', 'good', 'espaillat', 'matthew', 'military', 'earlier', 'raised', 'raise', 'daughter', 'putting', 'press', 'post', 'position', 'deserve', 'phone', 'distributing', 'participated', 'page', 'organization', 'oh', 'distribution', 'note', 'dolan', 'need', 'morning', 'moral', 'doors', 'monsignor', 'money', '20']"
New York Mayor Mamdani endorsements test Democrats' appetite for far-left candidates,0,0,0.0,"['mayor', 'democratic', '2028', 'test', 'provide', 'push', 'remake', 'socialist', 'taking', 'tuesday', 'powerhouse', 'unlikely', 'washington', 'white', 'win', 'york', 'primary', 'party', 'blueprint', 'november', 'new', 'mamdani', 'lose', 'house', 'faces', 'election', 'effective', 'democrats', 'control', 'congress', 'city', 'zohran']"
New York Mayor Mamdani endorsements test Democrats' appetite for far-left candidates,0,0,0.0,"['mayor', 'democratic', '2028', 'test', 'provide', 'push', 'remake', 'socialist', 'taking', 'tuesday', 'powerhouse', 'unlikely', 'washington', 'white', 'win', 'york', 'primary', 'party', 'blueprint', 'november', 'new', 'mamdani', 'lose', 'house', 'faces', 'election', 'effective', 'democrats', 'control', 'congress', 'city', 'zohran']"
Mamdani sworn in as mayor of New York with socialist agenda,0,4,1.0,"['new', 'mamdani', 'year', 'city', 'trump', 'mayor', 'cost', 'espaillat', 'social', 'state', 'million', 'program', 'federal', 'old', 'child', 'cities', 'care', 'support', 'promises', 'york', 'politician', 'years', 'party', 'proposal', 'generate', 'based', 'funding', 'billion', 'budget', 'bus', 'following', 'socialist', 'campaign', 'residents', 'proposals', 'democratic', 'decision', 'fewer', 'political', 'seeking', 'office', 'municipal', 'people', 'rent', 'free', 'progressive', 'immigration', 'ambitious', 'life', 'hall', 'young', 'justice', 'alderman', 'mta', 'high', 'approval', 'member', 'launched', 'leadership', 'policies', 'multimillionaire', 'pilot', 'period', 'legislature', 'president', 'peaks', 'letitia', 'prices', 'labeled', 'previous', 'pay', 'priorities', 'private', 'known', 'privilege', 'problem', 'key', 'kathy', 'problems', 'limit', 'pandemic', 'passengers', 'limited', 'muslim', 'national', 'midnight', 'need', 'metropolitan', 'needed', 'meetings', 'measures', 'meals', 'networks', 'matter', 'marked', 'main', 'low', 'officials', 'located', 'local', 'operation', 'ordered', 'outside', 'living', 'line', 'particular', '11', 'quality', 'programs', 'term', 'took', 'told', 'time', 'thursday', 'threat', 'thanks', 'testing', 'tenure', 'promised', 'teachers', 'taxing', 'taxes', 'tax', 'task', 'sworn', 'supermarkets', 'transportation', 'transportationcongressman', 'trips', 'turn', 'world', 'working', 'won', 'wing', 'win', 'welfare', 'voters', 'victory', 'viable', 'various', 'upper', 'universal', 'undocumented', 'unable', 'ugandan', 'succeed', 'subway', 'students', 'revulsive', 'resignations', 'requires', 'remained', 'reluctant', 'reduction', 'reduce', 'recalls', 'raise', 'july', 'pushes', 'public', 'protected', 'protect', 'prosecutor', 'proposed', 'resulting', 'ridership', 'strong', 'routes', 'streets', 'station', 'starting', 'spanish', 'shaken', 'set', 'serving', 'services', 'seek', 'security', 'sectors', 'scandals', 'says', 'sanctuary', 'said', 'just', 'increased', 'jan', 'burden', 'challenge', 'ceremony', 'carry', 'car', 'called', 'businesses', 'buses', 'brief', 'charges', 'board', 'birth', 'big', 'believes', 'began', 'aware', 'average', 'change', 'charismatic', 'authorities', 'comes', 'connection', 'confront', 'concrete', 'compete', 'communist', 'committees', 'committee', 'closely', 'chessboard', 'closed', 'classes', 'citythe', 'citizen', 'circle', 'chz', 'children', 'authority', 'assumes', 'cooperation', 'ability', 'addition', 'adams', 'actually', 'action', 'achieved', 'achieve', 'accessing', '700', 'administration', '65', '34', '327', '25', '2026', '2024', '2023', 'additional', 'adriano', 'assemblyman', 'america', 'assaults', 'arrival', 'arm']"
UNITED STATES-POLITICS-Legislators observe fifth anniversary of the attack on the capital,0,2,1.0,"['election', 'capitol', 'said', 'january', 'democracy', 'law', 'overturn', 'attack', 'insurrection', 'trump', 'continues', 'democratic', 'anniversary', 'violent', 'black', 'results', 'republican', 'enforcement', 'political', 'police', 'efforts', 'district', 'participation', '2020', 'officers', 'cunningham', 'office', 'congressional', 'congress', 'new', 'donald', 'voters', 'york', 'american', 'years', 'attempt', 'members', 'incited', 'immigrants', 'solemn', 'people', 'peaceful', 'assembly', 'deadly', 'day', 'states', 'jamaican', 'country', 'shows', 'assault', 'house', 'jeffries', 'power', 'encouraged', 'saw', 'hand', 'president', 'espaillat', 'extraordinary', 'fact', 'failed', 'far', 'fifth', 'steps', 'representative', 'thousands', 'supporters', 'told', 'today', 'clarke', 'caribbean', 'brooklyn', 'bravery', 'caucus', 'mob', 'moment', 'certification', 'year', 'bear', 'transfer', '6th', 'congressman', 'lost', 'trauma', 'presidential', 'process', 'moral', 'outnumbered', 'promise', 'protect', 'movement', 'minimise', 'protected', 'psychological', 'pummeled', 'recalled', 'remain', 'remains', 'remember', 'prepared', 'washington', 'nation', 'observing', 'wounds', 'ongoing', 'woman', 'willingness', 'overwhelmed', 'represent', 'whipped', 'past', 'occurred', 'normalised', 'polling', 'persistent', 'night', 'physical', 'news', 'pipes', 'place', 'polarised', 'opposite', 'voting', 'owe', 'unleashed', 'representatives', 'spray', 'staff', 'state', 'victories', 'steady', 'stood', 'stop', 'victims', 'stormed', 'strongly', 'viciously', 'submitted', 'testimony', 'thankfully', 'thompson', 'threaten', 'took', 'tragically', 'troubling', 'vice', 'truth', 'tuesday', 'unacceptable', 'unresolved', 'unbowed', 'undeniable', 'spread', 'special', 'represents', 'sought', 'votes', 'republicans', 'resilient', 'result', 'resulted', 'returned', 'rioters', 'rule', 'united', 'safeguard', 'voter', 'saying', 'seen', 'select', 'violated', 'seriously', 'seriousness', 'serve', 'merely', 'service', 'share', 'significant', 'simply', 'son', 'view', 'sacrifice', '140', 'member', 'courageous', 'cmc', 'college', 'combat', 'commemorate', 'committee', 'condemn', 'confederate', 'conference', 'confronting', 'constitution', 'continue', 'corporation', 'corruption', 'counted', 'daughter', 'media', 'dc', 'debt', 'decline', 'dedicated', 'deeply', 'defend', 'demonstrated', 'direct', 'discharge', 'disenfranchise', 'disorder', 'distort', 'dominican', 'drop', 'clear', 'clarity', 'claims', 'citadel', '2021', '250', '43rd', '8th', '9th', 'active', 'actors', 'added', 'adding', 'adriano', 'affect', 'ago', 'allegations', 'assaulted', 'attempted', 'bad', 'ballot', 'battleground', 'beaten', 'bloodied', 'bloodthirsty', 'brave', 'brian', 'building', 'cbc', 'certify', 'chair', 'chamber', 'charging', 'duties', 'duty']"
"In feud with Trump, Jeffries weighs risks of how to respond",0,2,1.0,"['trump', 'said', 'jeffries', 'democrats', 'president', 'political', 'affordability', 'costs', 'economic', 'voters', 'doing', 'derangement', 'republicans', 'social', 'court', 'cost', 'congressional', 'elections', 'prices', 'problem', 'gas', 'going', 'healthcare', 'high', 'people', 'party', 'office', 'obama', 'news', 'new', 'leader', 'syndrome', 'just', 'year', 'war', 'week', 'big', 'want', 'national', 'isn', 'iran', 'espaillat', 'country', 'november', 'address', 'working', 'gop', 'impeachment', 'delicate', 'black', 'post', 'decision', 'respond', 'particularly', 'hill', 'weekend', 'right', 'rights', 'attacks', 'rising', 'risks', 'consumer', 'voting', 'capitol', 'truth', 'caucus', 'life', 'majority', 'concerned', 'prominent', 'law', 'florida', 'recently', 'll', 'like', 'class', 'midterm', 'midterms', 'minority', 'jon', 'luntz', 'warned', 'lose', 'weakened', 'promote', 'plenty', 'prosecution', 'policies', 'policy', 'primarily', 'popular', 'politically', 'poll', 'polls', 'pollster', 'power', 'prolific', 'profile', 'ways', 'way', 'platform', 'priorities', 'warning', 'press', 'uneasy', 'phone', 'personally', 'night', 'worried', 'wow', 'ms', 'wrote', 'months', 'month', 'moms', 'message', 'member', 'meantime', 'making', 'make', 'maga', 'luxury', 'numbers', 'ones', 'ongoing', 'pardons', 'personal', 'weather', 'perils', 'perfect', 'past', 'widely', 'pains', 'operating', 'package', 'racial', 'outrages', 'outlook', 'opposition', 'opportunities', 'publicly', 'reform', 'racing', 'unpopular', 'street', 'streaming', 'strategy', 'straddling', 'stewart', 'states', 'started', 'start', 'urging', 'showcase', 'staples', 'stage', 'sports', 'spiked', 'speech', 'uses', 'sleep', 'skyrocketing', 'subject', 'sunday', 'supreme', 'surge', 'underlying', 'unconstitutional', 'turn', 'united', 'trend', 'trail', 'touted', 'told', 'threat', 'thing', 'terms', 'temptation', 'tax', 'tariffs', 'talk', 'taking', 'universal', 'sidelines', 'seniors', 'ranks', 'remaining', 'retirement', 'walk', 'resist', 'research', 'reposted', 'reporters', 'rep', 'remove', 'relates', 'sen', 'regional', 'undermine', 'referendum', 'reference', 'reconciliation', 'reckless', 'recent', 'ready', 'return', 'returned', 'lower', 'reveals', 'video', 'seize', 'villages', 'seek', 'security', 'section', 'second', 'screaming', 'says', 'saying', 'say', 'ruse', 'ruling', 'roles', 'rivals', 'ripping', 'rigging', 'lunatics', '15', 'low', 'costly', 'dear', 'dealing', 'days', 'dance', 'damage', 'dads', 'cuts', 'curtailing', 'created', 'controversies', 'cnn', 'control', 'contrast', 'continuous', 'continue', 'conservative', 'community', 'communities', 'commentator', 'come']"
