title,Chevalier_mentions,Espaillat_mentions,mention_score,top_250_words
New York's congressional candidates make final case in last day before primary,4,2,-0.3333333333333333,"['u201d', 'campaign', 'mamdani', 'democratic', 'mayor', 'race', 'bores', 'valdez', 'avila', 'said', 'state', 'president', 'chevalier', 'year', 'going', 'election', 'monday', 'new', 'congress', 'city', 'kennedy', 'congressional', 'races', 'socialist', 'york', 'assembly', 'rep', 'u2019s', 'jordan', 'interview', 'ignited', 'hand', 'goldman', 'final', 'lasher', 'espaillat', 'endorsement', 'voters', 'want', 'david', 'worked', 'lander', 'letterman', 'support', 'make', 'street', 'manhattan', 'spending', 'media', 'member', 'movement', 'social', 'schlossberg', 'reynoso', 'party', 'play', 'political', 'posts', 'old', 'zohran', 'candidate', 'ad', 'candidates', 'big', 'ally', 'breaking', 'change', 'associated', 'retiring', 'reshape', 'representing', 'released', 'ride', 'regulate', 'regretted', 'recent', 'real', 'ascendant', 'closing', 'run', 'artificial', 'ready', 'appeared', 'scion', 'seat', 'sen', 'set', 'share', 'shift', 'silicon', 'similar', 'slate', 'sanders', 'rallied', 'rally', 'apologized', 'page', 'pan', 'bernie', 'pattie', 'bellwethers', 'players', 'points', 'backed', 'portray', 'post', 'attorney', 'potential', 'power', 'attention', 'press', 'primary', 'productiveness', 'profile', 'progressive', 'progressives', 'promote', 'proposals', 'prove', 'attempting', 'attempt', 'slipped', 'american', 'antonio', 'voting', 'u201cthey', 'u201cwe', 'adviser', 'unseat', 'unserious', 'adriano', 'valley', 'velazquez', 'vice', 'videos', 'views', 'adding', 'war', 'oppose', 'washington', 'wasn', 'watched', 'week', 'win', 'woman', 'actually', 'working', 'able', 'years', '74', 'young', 'u201cthese', 'u201cthe', 'u201cpeople', 'u201ci', 'standing', 'star', 'step', 'alliance', 'stretch', 'stride', 'strong', 'succeed', 'alex', 'supporting', 'sweeping', 'taking', 'tech', 'telling', 'testing', 'thursday', 'ties', 'told', 'tone', 'tried', 'trump', 'turn', 'u2014', 'ai', 'u201che', 'opposition', 'nydia', 'online', 'family', 'drawn', 'effective', 'elected', 'chance', 'embattled', 'endorse', 'championship', 'challenging', 'establishment', 'excitement', 'experience', 'facing', 'featuring', 'bid', 'fellow', 'ceremony', 'flash', 'fluke', 'flyer', 'flyers', 'focused', 'following', 'forward', 'framed', 'george', 'center', 'donald', 'dominican', 'dollars', 'district', 'colleague', 'comptroller', 'closely', 'claire', 'contests', 'conversation', 'conway', 'corner', 'crass', 'critics', 'crowd', 'cruised', 'cut', 'dan', 'dangers', 'darializa', 'chat', 'day', 'debate', 'deep', 'defeat', 'delegation', 'democrat', 'democrats', 'did', 'celebrating', 'got', 'government', 'knicks', 'late', 'later', 'leaders', 'left', 'lending', 'called', 'leverage']"
New York's congressional candidates make final case in last day before primary,4,2,-0.3333333333333333,"['mamdani', 'mayor', 'campaign', 'democratic', 'race', 'valdez', 'bores', 'said', 'chevalier', 'state', 'president', 'avila', 'year', 'congress', 'socialist', 'rep', 'kennedy', 'going', 'congressional', 'races', 'election', 'assembly', 'city', 'new', 'york', 'monday', 'social', 'spending', 'manhattan', 'schlossberg', 'david', 'make', 'reynoso', 'lasher', 'member', 'lander', 'endorsement', 'political', 'movement', 'ignited', 'old', 'party', 'hand', 'play', 'goldman', 'espaillat', 'street', 'jordan', 'posts', 'media', 'final', 'interview', 'change', 'zohran', 'letterman', 'voters', 'ally', 'breaking', 'big', 'candidate', 'candidates', 'worked', 'ad', 'support', 'want', 'players', 'pattie', 'pan', 'page', 'views', 'people', 'opposition', 'videos', 'velazquez', 'points', 'vice', 'online', 'valley', 'portray', 'post', 'unserious', 'potential', 'power', 'unseat', 'oppose', 'northern', 'voting', 'week', 'making', 'young', 'years', 'married', 'working', 'mayoral', 'woman', 'win', 'meet', 'micah', 'nydia', 'millions', 'watched', 'wasn', 'mother', 'washington', 'nba', 'war', 'news', 'primary', 'press', 'stretch', 'productiveness', 'silicon', 'testing', 'telling', 'sanders', 'tech', 'scion', 'seat', 'sen', 'set', 'share', 'shift', 'similar', 'turn', 'slate', 'slipped', 'taking', 'sweeping', 'supporting', 'standing', 'star', 'succeed', 'strong', 'step', 'run', 'ride', 'thursday', 'retiring', 'stride', 'progressive', 'progressives', 'promote', 'proposals', 'prove', 'trump', 'tried', 'rallied', 'tone', 'rally', 'ready', 'real', 'recent', 'regretted', 'regulate', 'released', 'told', 'representing', 'ties', 'reshape', 'profile', '20s', 'leverage', 'day', 'called', 'campaigning', 'caroline', 'case', 'cast', 'celebrating', 'center', 'ceremony', 'challenging', 'championship', 'chance', 'chat', 'claire', 'closely', 'closing', 'clout', 'colleague', 'comptroller', 'contests', 'conversation', 'conway', 'corner', 'crass', 'critics', 'crowd', 'cruised', 'cut', 'dan', 'dangers', 'busy', 'buoyed', 'brooklyn', 'appeared', '74', 'able', 'actually', 'adding', 'adriano', 'adviser', 'ai', 'alex', 'alliance', 'american', 'antonio', 'ap', 'apologized', 'artificial', 'bronx', 'ascendant', 'associated', 'attempt', 'attempting', 'attention', 'attorney', 'backed', 'bellwethers', 'bernie', 'bid', 'borough', 'brad', 'brief', 'darializa', 'debate', 'lending', 'deep', 'grandson', 'guy', 'hall', 'hard', 'harris', 'high', 'highlight', 'hit', 'hoping', 'host', 'hosting', 'house', 'impressed', 'includes', 'including', 'incumbents', 'inflammatory', 'instead', 'intelligence', 'jack', '33', 'joint']"
New York's congressional candidates make final case in last day before primary,4,2,-0.3333333333333333,"['mamdani', 'mayor', 'campaign', 'democratic', 'race', 'valdez', 'bores', 'said', 'chevalier', 'state', 'president', 'avila', 'year', 'congress', 'socialist', 'rep', 'kennedy', 'going', 'congressional', 'races', 'election', 'assembly', 'city', 'new', 'york', 'monday', 'social', 'spending', 'manhattan', 'schlossberg', 'david', 'make', 'reynoso', 'lasher', 'member', 'lander', 'endorsement', 'political', 'movement', 'ignited', 'old', 'party', 'hand', 'play', 'goldman', 'espaillat', 'street', 'jordan', 'posts', 'media', 'final', 'interview', 'change', 'zohran', 'letterman', 'voters', 'ally', 'breaking', 'big', 'candidate', 'candidates', 'worked', 'ad', 'support', 'want', 'players', 'pattie', 'pan', 'page', 'views', 'people', 'opposition', 'videos', 'velazquez', 'points', 'vice', 'online', 'valley', 'portray', 'post', 'unserious', 'potential', 'power', 'unseat', 'oppose', 'northern', 'voting', 'week', 'making', 'young', 'years', 'married', 'working', 'mayoral', 'woman', 'win', 'meet', 'micah', 'nydia', 'millions', 'watched', 'wasn', 'mother', 'washington', 'nba', 'war', 'news', 'primary', 'press', 'stretch', 'productiveness', 'silicon', 'testing', 'telling', 'sanders', 'tech', 'scion', 'seat', 'sen', 'set', 'share', 'shift', 'similar', 'turn', 'slate', 'slipped', 'taking', 'sweeping', 'supporting', 'standing', 'star', 'succeed', 'strong', 'step', 'run', 'ride', 'thursday', 'retiring', 'stride', 'progressive', 'progressives', 'promote', 'proposals', 'prove', 'trump', 'tried', 'rallied', 'tone', 'rally', 'ready', 'real', 'recent', 'regretted', 'regulate', 'released', 'told', 'representing', 'ties', 'reshape', 'profile', '20s', 'leverage', 'day', 'called', 'campaigning', 'caroline', 'case', 'cast', 'celebrating', 'center', 'ceremony', 'challenging', 'championship', 'chance', 'chat', 'claire', 'closely', 'closing', 'clout', 'colleague', 'comptroller', 'contests', 'conversation', 'conway', 'corner', 'crass', 'critics', 'crowd', 'cruised', 'cut', 'dan', 'dangers', 'busy', 'buoyed', 'brooklyn', 'appeared', '74', 'able', 'actually', 'adding', 'adriano', 'adviser', 'ai', 'alex', 'alliance', 'american', 'antonio', 'ap', 'apologized', 'artificial', 'bronx', 'ascendant', 'associated', 'attempt', 'attempting', 'attention', 'attorney', 'backed', 'bellwethers', 'bernie', 'bid', 'borough', 'brad', 'brief', 'darializa', 'debate', 'lending', 'deep', 'grandson', 'guy', 'hall', 'hard', 'harris', 'high', 'highlight', 'hit', 'hoping', 'host', 'hosting', 'house', 'impressed', 'includes', 'including', 'incumbents', 'inflammatory', 'instead', 'intelligence', 'jack', '33', 'joint']"
Espaillat's future in Congress hangs in the balance in the New York Democratic primaries,5,8,0.23076923076923078,"['new', 'york', 'espaillat', 'ávila', 'support', 'chevalier', 'efe', 'mamdani', 'mayor', 'primary', 'seat', 'community', 'years', 'congress', 'congressman', 'state', 'representative', 'agenda', 'mayoral', 'win', 'election', 'endorsement', 'elections', 'told', 'young', 'dominican', 'faction', 'democratic', 'decision', 'decided', 'district', 'job', 'held', 'interests', 'year', 'work', 'november', 'victory', 'veteran', 'public', 'rangel', 'reelection', 'retain', 'said', 've', 'political', '13th', 'candidate', '32', 'according', 'backing', '2014', 'bid', 'backed', 'ago', 'recent', 'receiving', 'reach', 'pursuing', 'race', 'putting', 'affordable', 'ahead', 'recruited', 'remains', 'regarding', 'promise', 'adriano', 'representatives', 'representing', 'reshape', 'residents', 'respect', 'results', 'reveal', 'reynoso', 'proposals', 'charles', 'project', 'perception', 'nydia', 'office', 'old', 'opponent', 'origin', 'overwhelmingly', 'palestinian', 'parts', 'past', 'people', 'percentage', 'photo', 'ruth', 'platform', 'points', 'antonio', 'politics', 'poll', 'power', 'powerful', 'preferred', 'president', 'primaries', 'andrew', 'run', '50', '71', 'voters', 'unrelated', 'unsuccessfully', 'upper', 'usually', 'vacated', 'valdez', '27', 'velázquez', '22', '2025', 'vote', 'voting', 'scholarship', 'went', 'west', 'western', '2017', 'winner', '2016', 'worked', '2012', '20', '1930', 'zohran', 'unknown', 'university', 'underway', 'ultimately', 'noted', 'secured', 'seek', 'senator', 'service', 'settling', 'socialist', 'spent', '44', 'study', 'succeed', 'successes', '35', 'supported', 'supports', 'surprised', 'teaching', 'test', 'threw', 'thrown', 'times', 'tuesday', 'turnout', 'assemblyman', 'assemblywoman', 'nominee', 'doctorate', 'declined', 'defeat', 'defend', 'delegation', 'democrat', 'campaign', 'democrats', 'described', 'details', 'discussed', 'brooklyn', 'doesn', 'children', 'bronx', 'early', 'broke', 'effort', 'elected', 'brad', 'borough', 'emerged', 'encompasses', 'english', 'ensure', 'cause', 'decades', 'day', 'darializa', 'cities', 'city', 'claire', 'close', 'college', 'columbia', 'comes', 'changing', 'compared', 'competing', 'completed', 'comptroller', 'confident', 'challenging', 'challenger', 'congresswoman', 'consulted', 'content', 'conversation', 'created', 'cuomo', 'currently', 'dan', 'beltrán', 'experience', 'faces', 'internship', 'issue', '14', 'june', 'justice', 'know', 'lander', 'later', 'leadership', 'led', 'life', 'likewise', 'listen', 'major', 'making', 'manhattan', 'attempt', 'attack', 'midterm', 'months', 'moved', 'nablus', 'nadler', 'nearly', 'inwood', 'bank', 'fact', 'interesting', 'believe', 'fallen', 'finally', 'forward', 'future']"
Espaillat's future in Congress hangs in the balance in the New York Democratic primaries,5,10,0.3333333333333333,"['new', 'espaillat', 'york', 'ávila', 'support', 'chevalier', 'mamdani', 'mayor', 'seat', 'primary', 'community', 'years', 'efe', 'state', 'congress', 'congressman', 'according', 'representative', 'agenda', 'mayoral', 'win', 'endorsement', 'elections', 'election', 'democratic', 'dominican', 'district', 'faction', 'decision', 'decided', 'young', 've', 'held', 'interests', 'veteran', 'work', 'november', 'political', 'public', 'rangel', 'reelection', 'retain', 'said', 'victory', 'year', '13th', 'job', '2014', 'bid', '32', 'backing', 'backed', 'candidate', 'origin', 'remarks', 'race', 'ago', 'reach', 'receiving', 'recent', 'recruited', 'affordable', 'regarding', 'office', 'remains', 'adriano', 'pursuing', 'representatives', 'reshape', 'residents', 'respect', 'results', 'nydia', '71', 'reveal', 'reynoso', 'rival', 'putting', 'old', 'overwhelmingly', 'politics', 'palestinian', 'parts', 'past', 'opponent', 'people', 'percentage', 'perception', 'platform', 'points', 'antonio', 'poll', 'ahead', 'power', 'powerful', 'preferred', 'president', 'primaries', 'andrew', 'project', 'promise', '50', 'proposals', 'run', '44', 'scholarship', 'unknown', 'unsuccessfully', 'upper', 'usually', 'vacated', 'valdez', '27', 'velázquez', '22', '2025', 'vote', 'voters', 'voting', 'went', 'west', 'western', '2017', 'winner', '2016', 'worked', '2012', '20', '1930', 'zohran', 'unrelated', 'university', 'noted', 'underway', 'secured', 'seek', 'senator', 'service', 'settling', 'socialist', 'spent', '35', 'study', 'succeed', 'successes', 'supported', 'supports', 'surprised', 'teaching', 'test', 'threw', 'thrown', 'times', 'told', 'tuesday', 'turnout', 'ultimately', 'assemblyman', 'charles', 'nominee', 'doctorate', 'declined', 'defeat', 'defend', 'delegation', 'democrat', 'campaign', 'democrats', 'described', 'details', 'discussed', 'brooklyn', 'doesn', 'assemblywoman', 'bronx', 'early', 'broke', 'effort', 'elected', 'brad', 'borough', 'emerged', 'encompasses', 'english', 'ensure', 'cause', 'decades', 'day', 'darializa', 'cities', 'city', 'claire', 'close', 'college', 'columbia', 'comes', 'changing', 'compared', 'competing', 'completed', 'comptroller', 'confident', 'challenging', 'challenger', 'congresswoman', 'consulted', 'content', 'conversation', 'created', 'cuomo', 'currently', 'dan', 'believe', 'experience', 'faces', 'issue', '14', 'june', 'justice', 'know', 'lander', 'lashes', 'later', 'leadership', 'led', 'life', 'likewise', 'listen', 'major', 'making', 'manhattan', 'attempt', 'attack', 'midterm', 'months', 'moved', 'nablus', 'nadler', 'children', 'jerry', 'inwood', 'fact', 'internship', 'based', 'fallen', 'finally', 'forward', 'future', 'general', 'goes']"
Mamdani backs DSA-endorsed congressional candidate over longtime incumbent Adriano Espaillat,1,1,0.0,"['adriano', 'knock', 'tightening', 'thursday', 'threw', 'term', 'support', 'rep', 'radical', 'primary', 'positions', 'mayor', 'mamdani', 'looking', 'left', 'israel', 'avila', 'incumbent', 'house', 'hizzoner', 'firebrand', 'fellow', 'far', 'espaillat', 'endorsed', 'democratic', 'darializa', 'chevalier', 'candidate', 'basher', 'zohran']"
"Two primaries, one verdict on Mamdani's power",5,5,0.0,"['mamdani', 'political', 'valdez', 'mayor', 'district', 'avila', 'espaillat', 'chevalier', 'velázquez', 'incumbent', 'year', 'brooklyn', 'represented', 'endorsement', 'manhattan', 'candidate', 'running', 'lander', 'endorsed', 'won', 'victory', 'like', 'reynoso', 'run', 'congressional', 'remains', 'dsa', 'real', 'democratic', 'zohran', 'election', 'ran', 'pro', 'primary', 'grew', 'heights', 'high', 'party', 'israel', 'large', 'neighborhoods', 'needs', 'media', 'socialist', 'major', 'williamsburg', 'tv', 'tweets', 'years', 'support', 'ads', 'upper', '7th', 'backed', 'polling', 'various', 'sunnyside', 'popular', 'poll', 'videos', 'points', 'pix', 'vaunted', 'precincts', 'portray', 'upset', 'pay', 'president', 'primaries', 'priority', 'private', 'progressive', 'promised', 'proudly', 'perform', 'washington', 'voters', 'nydia', 'manager', 'young', 'wouldn', 'membership', 'month', 'morningside', 'need', 'working', 'new', 'notch', 'oct', 'path', 'wins', 'office', 'old', 'opposite', 'organizing', 'outcome', 'weeks', 'overwhelmingly', 'palestine', 'proven', 'prove', 'pull', 'public', 'state', 'tests', 'ridgewood', 'riding', 'right', 'risk', 'risks', 'roots', 'terrify', 'taking', 'taken', 'scrutiny', 'seen', 'senate', 'served', 'setbacks', 'shows', 'significant', 'skill', 'supporting', 'social', 'socialists', 'spent', 'spoke', 'reward', 'revelations', 'retiring', 'reaches', 'queens', 'questions', 'quite', 'race', 'untrustworthy', 'radical', 'unlike', 'unions', 'unfit', 'rapist', 'unassailable', 'texas', 'ultimately', 'recent', 'recently', 'relationships', 'remaining', 'trying', 'repeatedly', 'trouble', 'thinner', 'represent', 'reports', '11', 'make', 'break', 'bushwick', 'called', 'campaign', 'campaigning', 'candidates', 'capacities', 'capitalized', 'cash', 'certain', 'challenger', 'chance', 'city', 'claire', 'college', 'competitively', 'comptroller', 'concentration', 'condemned', 'congress', 'considered', 'controversies', 'councilwoman', 'course', 'criticized', 'cuomo', 'cutting', 'damage', 'dan', 'darializa', 'bronx', 'brad', 'lower', 'borough', '2018', '2025', '23', '30', '40', 'adriano', 'afoul', 'aipac', 'america', 'andrew', 'antonio', 'appearing', 'appears', 'assembly', 'assemblywoman', 'attack', 'attacks', 'attended', 'backing', 'badly', 'ballot', 'base', 'based', 'believes', 'betrayal', 'betrayed', 'biden', 'bigger', 'boast', 'dead', 'decade', 'decision', 'deep', 'heat', 'hold', 'home', 'huge', 'implied', 'incendiary', 'including', 'institutional', 'insurgent', 'interracial', 'inwood', 'joe', 'julie', 'june', 'kinds', 'labor', 'leading', 'left', 'life', '13th', 'lined', 'little', 'local', 'longtime', 'loom', 'lose', 'loss']"
"For Mamdani, Election Tests Political Clout",7,9,0.125,"['mr', 'mamdani', 'ms', 'said', 'democratic', 'political', 'mayor', 'espaillat', 'new', 'candidates', 'avila', 'city', 'chevalier', 'velázquez', 'risk', 'left', 'york', 'primary', 'district', 'israel', 'valdez', 'party', 'brooklyn', 'victory', 'allies', 'early', 'mayoral', 'lander', 'socialists', 'goldman', 'rally', 'year', 'progressives', 'house', 'old', 'theater', 'tuesday', 'socialist', 'congressional', 'incumbents', 'make', 'season', 'politics', 'james', 'meeting', 'working', 'work', 'state', 'latino', 'view', 'close', 'leader', 'elections', 'representative', 'jeffries', 'term', 'committed', 'contributed', 'labor', 'know', 'involved', 'corporate', 'kings', 'people', 'just', 'claire', 'comes', 'committee', 'spent', 'zohran', 'polls', 'shoulder', 'race', 'friendly', 'fight', 'fellow', 'favor', 'far', 'families', 'really', 'recent', 'extreme', 'push', 'reporting', 'endorsed', 'endorse', 'representatives', 'respected', 'election', 'donors', 'private', 'did', 'help', 'helped', 'president', 'say', 'days', 'darializa', 'daniel', 'critic', 'including', 'democrats', 'furious', 'capital', 'attempting', 'began', 'overwhelmingly', 'based', 'like', 'ballot', 'week', 'backing', 'way', 'ally', 'long', 'trying', 'turned', 'benjamin', 'want', 'vote', 'assemblywoman', 'unions', 'ones', 'manhattan', 'unseat', 'older', 'argue', 'office', 'making', 'time', 'oreskes', 'weeks', 'brad', 'candidate', 'a15', 'support', 'campaign', 'movement', 'supporter', 'added', 'adriano', 'taken', 'tensions', 'appeared', 'paid', 'bloomberg', 'thursday', 'leaning', 'moderate', 'michael', 'publicly', 'quickly', 'prominence', 'young', 'youth', 'promoting', 'pronounced', 'note', 'obama', 'queens', 'needed', 'progressive', 'nydia', 'questions', 'protégés', 'putting', 'public', 'quest', 'news', 'number', 'nominee', 'nyregion', 'nytimes', 'opponent', 'pro', 'popularity', 'oust', 'played', 'page', 'pit', 'painful', 'photos', 'pair', 'photographs', 'participated', 'personally', 'particularly', 'personal', 'person', 'races', 'partnered', 'organizing', 'opposing', 'privately', 'position', 'october', 'print', 'official', 'primaries', 'prevails', 'parts', 'precedent', 'opponents', 'powerful', 'powered', 'power', 'posture', 'possibilities', 'positions', 'opportunity', 'past', 'yorkers', 'raise', 'thrown', 'turnout', 'trust', 'trending', 'trend', 'trailblazer', 'trail', 'touch', 'tossup', 'times', 'ties', 'tied', 'think', 'unknown', 'tested', 'tended', 'takes', 'swing', 'surprised', 'surprise', 'suggest', 'succeeded', 'succeed', 'studded', 'string', 'tweets', 'upended', 'streaming', 'ways', 'www', 'wrong', 'worth', 'words', 'word', 'won', 'wolfson', 'willing']"
Democratic Socialists Took City Hall. Now They’re Aiming at Congress.,7,3,-0.4,"['mr', 'said', 'ms', 'new', 'state', 'york', 'democratic', 'mamdani', 'races', 'group', 'people', 'valdez', 'campaign', 'chevalier', 'avila', 'blackburn', 'jeffries', 'city', 'mayor', 'representative', 'community', 'district', 'meeting', 'like', 'brooklyn', 'candidates', 'wright', 'win', 'gordillo', 'times', 'house', 'legislature', 'zohran', 'according', 'manhattan', 'black', 'reynoso', 'organization', 'run', 'socialist', 'congressional', 'photograph', 'build', 'year', 'challenging', 'want', 'socialists', 'voters', 'know', 'districts', 'endorsed', 'espaillat', 'event', 'members', 'population', 'incumbent', 'time', 'helped', '000', 'assemblyman', '2024', 'large', 'grow', 'race', 'adelson', 'really', 'recent', 'history', 'high', 'appearance', 'headed', 'reporting', 'harlem', 'resources', 'growing', 'saturday', 'trying', 'saw', 'seeking', 'senator', 'far', 'facing', 'endorsements', 'educated', 'doors', 'democrats', 'assemblywoman', 'defender', 'queens', 'push', 'increase', 'percent', 'neighborhoods', 'membership', 'member', 'meeks', 'meant', 'older', 'ads', 'lot', 'pac', 'local', 'party', 'adriano', 'america', 'public', 'legislative', 'left', 'plans', 'larger', 'knock', 'power', 'jordan', 'joined', 'jeff', 'primary', 'problems', 'profile', 'darializa', 'fliers', 'claire', 'contributed', 'congress', 'campaigns', 'backed', 'attacked', 'backing', 'work', 'white', 'conrad', 'bronx', 'week', 'wednesday', 'chairman', 'challenge', 'candidate', '2014', 'aunties', 'volunteered', 'auntie', 'chapter', 'volunteers', 'politician', 'voting', '2020', 'wide', 'adjacent', 'political', 'populations', 'recalled', '2019', 'quite', 'willing', 'policies', 'polls', 'president', 'present', 'propelling', 'west', 'questioned', 'primaries', 'washington', 'placing', 'priorities', 'pro', 'puerto', 'profanely', 'wearing', 'progressive', 'promotes', 'prop', 'print', 'percentage', 'pictured', 'october', 'organizer', 'worldview', 'opponents', 'worth', 'officials', 'officeholder', 'office', '14', '100', 'photos', 'nydia', 'yorkers', 'number', 'non', 'adult', 'young', 'necessary', 'nearly', 'organizers', 'organizing', 'origins', 'outsider', 'adopted', 'person', 'voted', 'winning', 'woman', 'perceived', 'women', 'particularly', 'particular', 'pandemic', 'palestinian', 'pains', 'page', 'pack', 'worked', 'overlapping', 'outsiders', '2022', 'types', 'referring', 'regularly', 'uprising', 'successful', 'substantial', 'stuyvesant', 'stunning', 'stuck', 'stiff', '900', 'start', 'stage', 'stack', 'spread', 'spent', 'spending', 'spearhead', 'son', 'solve', 'a22', 'action', 'suggested', 'suggesting', 'suit', 'think', 'uncle', 'try', 'touch', 'understand', '30', '40', 'threat', 'thought', 'understanding']"
Mamdani Burns Allies in Making a Big Bet for Congress and the Left,7,9,0.125,"['mr', 'mamdani', 'ms', 'said', 'democratic', 'political', 'mayor', 'espaillat', 'new', 'candidates', 'velázquez', 'avila', 'chevalier', 'city', 'primary', 'york', 'israel', 'district', 'risk', 'left', 'party', 'valdez', 'brooklyn', 'early', 'year', 'goldman', 'mayoral', 'rally', 'socialists', 'victory', 'lander', 'progressives', 'congressional', 'incumbents', 'house', 'james', 'state', 'theater', 'season', 'tuesday', 'representative', 'term', 'elections', 'socialist', 'close', 'jeffries', 'allies', 'old', 'leader', 'latino', 'working', 'work', 'view', 'meeting', 'politics', 'make', 'days', 'donors', 'did', 'manhattan', 'oreskes', 'overwhelmingly', 'democrats', 'ones', 'older', 'shoulder', 'darializa', 'daniel', 'election', 'critic', 'michael', 'corporate', 'contributed', 'spent', 'moderate', 'office', 'committee', 'movement', 'committed', 'comes', 'paid', 'endorsed', 'long', 'really', 'kings', 'involved', 'president', 'polls', 'including', 'private', 'know', 'labor', 'help', 'push', 'race', 'leaning', 'people', 'furious', 'endorse', 'recent', 'friendly', 'fight', 'fellow', 'favor', 'far', 'families', 'reporting', 'representatives', 'extreme', 'respected', 'like', 'just', 'helped', 'zohran', 'say', 'ballot', 'supporter', 'capital', 'weeks', 'week', 'argue', 'candidate', 'based', 'began', 'benjamin', 'taken', 'campaign', 'ally', 'time', 'way', 'appeared', 'attempting', 'tensions', 'want', 'thursday', 'brad', 'bloomberg', 'support', 'vote', 'added', 'adriano', 'trying', 'unions', 'claire', 'assemblywoman', 'turned', 'backing', 'unseat', 'a15', 'privately', 'popularity', 'vehement', 'victories', 'print', 'pro', 'progressive', 'tweets', 'voices', 'volunteers', 'prominence', 'unknown', 'powerful', 'position', 'precedent', 'positions', 'possibilities', 've', 'posture', 'vaulting', 'primaries', 'power', 'voters', 'powered', 'upended', 'prevails', 'use', 'usamah', 'using', 'personally', 'played', 'opposing', 'opportunity', 'wolfson', 'won', 'word', 'opponents', 'words', 'opponent', 'worth', 'wrong', 'yorker', 'official', 'yorkers', 'october', 'obama', 'young', 'youth', 'nydia', 'number', 'note', 'willing', 'weekend', 'pit', 'organizing', 'photos', 'voting', 'photographs', 'wanted', 'war', 'personal', 'person', 'past', 'ways', 'parts', 'partnered', 'particularly', 'participated', 'weakening', 'pair', 'painful', 'wedge', 'page', 'oust', 'promoting', 'step', 'turnout', 'sidelining', 'surprise', 'short', 'shoots', 'seventh', 'sessions', 'senate', 'seen', 'secondhand', 'surprised', 'second', 'seat', 'seasoned', 'swing', 'saying', 'nominee', 'saw', 'runs', 'run', 'takes', 'shrinking', 'skepticism', 'rooms', 'suggest']"
"NY-13 Congress primary: Espaillat and Avila Chevalier spar over ICE, campaign funding in radio debate",2,2,0.0,"['thursday', 'rep', 'espaillat', 'darializa', 'chevalier', 'avila', 'adriano', 'primary', 'photos', 'organizer', 'nov', 'ice', 'morning', 'local', 'sparred', 'left', 'launched', 'kayla', 'justice', 'incumbent', '20', 'harlem', 'forum', '2025', 'finance', 'democrats', 'courtesy', 'community', 'challenger', 'challenge', 'candidate', 'campaign', 'bartkowski', 'affairs', 'foreign']"
Mamdani-backed House hopeful Darializa Avila Chevalier echoed Putin by blaming ‘bullying’ US for Russian invasion of Ukraine,2,1,-0.3333333333333333,"['chevalier', '2022', 'line', 'unhinged', 'ukraine', 'social', 'slew', 'russia', 'rep', 'rants', 'post', 'moscow', 'media', 'mayor', 'mamdani', 'left', 'adriano', 'invasion', 'incumbent', 'hopeful', 'far', 'espaillat', 'endorsed', 'echoed', 'deleted', 'darializa', 'congressional', 'castigated', 'avila', 'zohran']"
